"","region","year","month","IBMR","Date","sal_base_median","sal_June_median","sal_MaxDS_Even_median","sal_MaxDS_Hist_median","sal_StatusQuo_median","Strata_code","Taxa_code"
"20","Confluence",1995,2,"othclad",1995-02-01,1,3.99771207548034,3.99771207548034,3.99771207548034,3.99771207548034,7,6
"21","Confluence",1995,2,"othcyc",1995-02-01,1,1.00298885614477,1.00298885614477,1.00298885614477,1.00298885614477,7,9
"22","Confluence",1995,2,"other",1995-02-01,1,1.64741579997379,1.64741579997379,1.64741579997379,1.64741579997379,7,10
"23","Confluence",1995,2,"pdiapfor",1995-02-01,1,0.467301478847058,0.467301478847058,0.467301478847058,0.467301478847058,7,12
"24","Confluence",1995,2,"pdiapjuv",1995-02-01,1,0.467301478847058,0.467301478847058,0.467301478847058,0.467301478847058,7,3
"25","Confluence",1995,3,"acartela",1995-03-01,1,0.0491096793398699,0.0491096793398699,0.0491096793398699,0.0491096793398699,7,5
"26","Confluence",1995,3,"allcopnaup",1995-03-01,1,0.740513358840691,0.740513358840691,0.740513358840691,0.740513358840691,7,7
"27","Confluence",1995,3,"daphnia",1995-03-01,1,7.72655106947045,7.72655106947045,7.72655106947045,7.72655106947045,7,8
"28","Confluence",1995,3,"eurytem",1995-03-01,1,0.133089253810502,0.133089253810502,0.133089253810502,0.133089253810502,7,11
"29","Confluence",1995,3,"limno",1995-03-01,1,0.0650040583969713,0.0650040583969713,0.0650040583969713,0.0650040583969713,7,1
"30","Confluence",1995,3,"othcalad",1995-03-01,1,0.805810581617964,0.805810581617964,0.805810581617964,0.805810581617964,7,4
"31","Confluence",1995,3,"othcaljuv",1995-03-01,1,0.284989943310623,0.284989943310623,0.284989943310623,0.284989943310623,7,2
"32","Confluence",1995,3,"othclad",1995-03-01,1,8.14799259099515,8.14799259099515,8.14799259099515,8.14799259099515,7,6
"33","Confluence",1995,3,"othcyc",1995-03-01,1,1.00726209275254,1.00726209275254,1.00726209275254,1.00726209275254,7,9
"34","Confluence",1995,3,"other",1995-03-01,1,2.9206312373378,2.9206312373378,2.9206312373378,2.9206312373378,7,10
"35","Confluence",1995,3,"pdiapfor",1995-03-01,1,0.435944288963409,0.435944288963409,0.435944288963409,0.435944288963409,7,12
"36","Confluence",1995,3,"pdiapjuv",1995-03-01,1,0.435944288963409,0.435944288963409,0.435944288963409,0.435944288963409,7,3
"37","Confluence",1995,4,"acartela",1995-04-01,1,0.195517833014181,0.195517833014181,0.195517833014181,0.195517833014181,7,5
"38","Confluence",1995,4,"allcopnaup",1995-04-01,1,0.909835612460326,0.909835612460326,0.909835612460326,0.909835612460326,7,7
"39","Confluence",1995,4,"daphnia",1995-04-01,1,3.51972767172568,3.51972767172568,3.51972767172568,3.51972767172568,7,8
"40","Confluence",1995,4,"eurytem",1995-04-01,1,0.443392561873727,0.443392561873727,0.443392561873727,0.443392561873727,7,11
"41","Confluence",1995,4,"limno",1995-04-01,1,0.205414496700668,0.205414496700668,0.205414496700668,0.205414496700668,7,1
"42","Confluence",1995,4,"othcalad",1995-04-01,1,0.859013075725062,0.859013075725062,0.859013075725062,0.859013075725062,7,4
"43","Confluence",1995,4,"othcaljuv",1995-04-01,1,0.572382400800411,0.572382400800411,0.572382400800411,0.572382400800411,7,2
"44","Confluence",1995,4,"othclad",1995-04-01,1,3.62896220819022,3.62896220819022,3.62896220819022,3.62896220819022,7,6
"45","Confluence",1995,4,"othcyc",1995-04-01,1,0.978886847207783,0.978886847207783,0.978886847207783,0.978886847207783,7,9
"46","Confluence",1995,4,"other",1995-04-01,1,2.40501141096553,2.40501141096553,2.40501141096553,2.40501141096553,7,10
"47","Confluence",1995,4,"pdiapfor",1995-04-01,1,0.806572969320901,0.806572969320901,0.806572969320901,0.806572969320901,7,12
"48","Confluence",1995,4,"pdiapjuv",1995-04-01,1,0.806572969320901,0.806572969320901,0.806572969320901,0.806572969320901,7,3
"49","Confluence",1995,5,"acartela",1995-05-01,1,1,1,1,1,7,5
"50","Confluence",1995,5,"allcopnaup",1995-05-01,1,1,1,1,1,7,7
"51","Confluence",1995,5,"daphnia",1995-05-01,1,1,1,1,1,7,8
"52","Confluence",1995,5,"eurytem",1995-05-01,1,1,1,1,1,7,11
"53","Confluence",1995,5,"limno",1995-05-01,1,1,1,1,1,7,1
"54","Confluence",1995,5,"othcalad",1995-05-01,1,1,1,1,1,7,4
"55","Confluence",1995,5,"othcaljuv",1995-05-01,1,1,1,1,1,7,2
"56","Confluence",1995,5,"othclad",1995-05-01,1,1,1,1,1,7,6
"57","Confluence",1995,5,"othcyc",1995-05-01,1,1,1,1,1,7,9
"58","Confluence",1995,5,"other",1995-05-01,1,1,1,1,1,7,10
"59","Confluence",1995,5,"pdiapfor",1995-05-01,1,1,1,1,1,7,12
"60","Confluence",1995,5,"pdiapjuv",1995-05-01,1,1,1,1,1,7,3
"61","Confluence",1995,6,"acartela",1995-06-01,1,1,1,1,1,7,5
"62","Confluence",1995,6,"allcopnaup",1995-06-01,1,1,1,1,1,7,7
"63","Confluence",1995,6,"daphnia",1995-06-01,1,1,1,1,1,7,8
"64","Confluence",1995,6,"eurytem",1995-06-01,1,1,1,1,1,7,11
"65","Confluence",1995,6,"limno",1995-06-01,1,1,1,1,1,7,1
"66","Confluence",1995,6,"othcalad",1995-06-01,1,1,1,1,1,7,4
"67","Confluence",1995,6,"othcaljuv",1995-06-01,1,1,1,1,1,7,2
"68","Confluence",1995,6,"othclad",1995-06-01,1,1,1,1,1,7,6
"69","Confluence",1995,6,"othcyc",1995-06-01,1,1,1,1,1,7,9
"70","Confluence",1995,6,"other",1995-06-01,1,1,1,1,1,7,10
"71","Confluence",1995,6,"pdiapfor",1995-06-01,1,1,1,1,1,7,12
"72","Confluence",1995,6,"pdiapjuv",1995-06-01,1,1,1,1,1,7,3
"73","Confluence",1995,7,"acartela",1995-07-01,1,2.08415014505915,2.08415014505915,2.08415014505915,2.08415014505915,7,5
"74","Confluence",1995,7,"allcopnaup",1995-07-01,1,0.867312348785138,0.867312348785138,0.867312348785138,0.867312348785138,7,7
"75","Confluence",1995,7,"daphnia",1995-07-01,1,0.717280619481138,0.717280619481138,0.717280619481138,0.717280619481138,7,8
"76","Confluence",1995,7,"eurytem",1995-07-01,1,0.660318802498999,0.660318802498999,0.660318802498999,0.660318802498999,7,11
"77","Confluence",1995,7,"limno",1995-07-01,1,2.58963604660319,2.58963604660319,2.58963604660319,2.58963604660319,7,1
"78","Confluence",1995,7,"othcalad",1995-07-01,1,0.769534678138008,0.769534678138008,0.769534678138008,0.769534678138008,7,4
"79","Confluence",1995,7,"othcaljuv",1995-07-01,1,0.780353884404749,0.780353884404749,0.780353884404749,0.780353884404749,7,2
"80","Confluence",1995,7,"othclad",1995-07-01,1,0.649407271751107,0.649407271751107,0.649407271751107,0.649407271751107,7,6
"81","Confluence",1995,7,"othcyc",1995-07-01,1,1.10698592762627,1.10698592762627,1.10698592762627,1.10698592762627,7,9
"82","Confluence",1995,7,"other",1995-07-01,1,0.792841432567842,0.792841432567842,0.792841432567842,0.792841432567842,7,10
"83","Confluence",1995,7,"pdiapfor",1995-07-01,1,0.851857063590636,0.851857063590636,0.851857063590636,0.851857063590636,7,12
"84","Confluence",1995,7,"pdiapjuv",1995-07-01,1,0.851857063590636,0.851857063590636,0.851857063590636,0.851857063590636,7,3
"85","Confluence",1995,8,"acartela",1995-08-01,1,2.82633133527572,1,2.15275946752491,2.82633133527572,7,5
"86","Confluence",1995,8,"allcopnaup",1995-08-01,1,0.634127974362005,1,0.737312797524131,0.634127974362005,7,7
"87","Confluence",1995,8,"daphnia",1995-08-01,1,0,1,0,0,7,8
"88","Confluence",1995,8,"eurytem",1995-08-01,1,4.92777629540572,1,3.83003456125877,4.92777629540572,7,11
"89","Confluence",1995,8,"limno",1995-08-01,1,7.71616913719872,1,4.60791703282829,7.71616913719872,7,1
"90","Confluence",1995,8,"othcalad",1995-08-01,1,0.216688445122191,1,0.340477012348478,0.216688445122191,7,4
"91","Confluence",1995,8,"othcaljuv",1995-08-01,1,0.452026455421287,1,0.584006523387469,0.452026455421287,7,2
"92","Confluence",1995,8,"othclad",1995-08-01,1,0.367293635955341,1,0.492133148990902,0.367293635955341,7,6
"93","Confluence",1995,8,"othcyc",1995-08-01,1,1.43378852931313,1,1.27365666583872,1.43378852931313,7,9
"94","Confluence",1995,8,"other",1995-08-01,1,0.991577789715217,1,0.952801098000256,0.991577789715217,7,10
"95","Confluence",1995,8,"pdiapfor",1995-08-01,1,0.666046870515107,1,0.755279625490748,0.666046870515107,7,12
"96","Confluence",1995,8,"pdiapjuv",1995-08-01,1,0.666046870515107,1,0.755279625490748,0.666046870515107,7,3
"97","Confluence",1995,9,"acartela",1995-09-01,1,0.746864581001423,0.617306761292784,0.617306761292784,0.746864581001423,7,5
"98","Confluence",1995,9,"allcopnaup",1995-09-01,1,4.51308205195809,8.03840439292974,8.03840439292974,4.51308205195809,7,7
"99","Confluence",1995,9,"daphnia",1995-09-01,1,0,0,0,0,7,8
"100","Confluence",1995,9,"eurytem",1995-09-01,1,8.38130339961316,7.82618934856619,7.82618934856619,8.38130339961316,7,11
"101","Confluence",1995,9,"limno",1995-09-01,1,0.527104253962949,0.282568254237551,0.282568254237551,0.527104253962949,7,1
"102","Confluence",1995,9,"othcalad",1995-09-01,1,0,0.000752874901079419,0.000752874901079419,0,7,4
"103","Confluence",1995,9,"othcaljuv",1995-09-01,1,3.48387498431806,7.78389877290249,7.78389877290249,3.48387498431806,7,2
"104","Confluence",1995,9,"othclad",1995-09-01,1,4.2552386744759,9.13911950634219,9.13911950634219,4.2552386744759,7,6
"105","Confluence",1995,9,"othcyc",1995-09-01,1,0.346435156167512,0.204747524980755,0.204747524980755,0.346435156167512,7,9
"106","Confluence",1995,9,"other",1995-09-01,1,0.412046980293245,0.247245479826439,0.247245479826439,0.412046980293245,7,10
"107","Confluence",1995,9,"pdiapfor",1995-09-01,1,1.50337939794699,1.85298896037463,1.85298896037463,1.50337939794699,7,12
"108","Confluence",1995,9,"pdiapjuv",1995-09-01,1,1.50337939794699,1.85298896037463,1.85298896037463,1.50337939794699,7,3
"109","Confluence",1995,10,"acartela",1995-10-01,1,1.62574723582116,1.21679959361488,1.21679959361488,1.60860660116553,7,5
"110","Confluence",1995,10,"allcopnaup",1995-10-01,1,0.353744635686204,0.902888992255943,0.902888992255943,0.488954540058128,7,7
"111","Confluence",1995,10,"daphnia",1995-10-01,1,0.703104814034017,1.10252283174182,1.10252283174182,0.750595569663241,7,8
"112","Confluence",1995,10,"eurytem",1995-10-01,1,1.4438544471157,2.02973338044402,2.02973338044402,2.41109853337347,7,11
"113","Confluence",1995,10,"limno",1995-10-01,1,3.91940849288231,1.46677360275486,1.46677360275486,3.27317197730431,7,1
"114","Confluence",1995,10,"othcalad",1995-10-01,1,0.00776854906859395,0,0,0,7,4
"115","Confluence",1995,10,"othcaljuv",1995-10-01,1,0.299652464464619,0.881978550866418,0.881978550866418,0.424687624606629,7,2
"116","Confluence",1995,10,"othclad",1995-10-01,1,0.189913975589193,0.800514028699967,0.800514028699967,0.293859832058601,7,6
"117","Confluence",1995,10,"othcyc",1995-10-01,1,2.46002415004748,1.10298157942935,1.10298157942935,1.92139455289936,7,9
"118","Confluence",1995,10,"other",1995-10-01,1,1.2548982265597,1.06410381120541,1.06410381120541,1.20118270964552,7,10
"119","Confluence",1995,10,"pdiapfor",1995-10-01,1,1.14916473392702,1.01343214894235,1.01343214894235,1.12333669480365,7,12
"120","Confluence",1995,10,"pdiapjuv",1995-10-01,1,1.14916473392702,1.01343214894235,1.01343214894235,1.12333669480365,7,3
"121","Confluence",1995,11,"acartela",1995-11-01,1,1.03434670214332,1.1975742887543,1.3500443967775,1.40534009209955,7,5
"122","Confluence",1995,11,"allcopnaup",1995-11-01,1,0.321888043694173,0.565563852662824,0.511235574036024,0.379276752948827,7,7
"123","Confluence",1995,11,"daphnia",1995-11-01,1,0.0676738016044381,0.227490134982791,0.207632073761123,0.122369078927784,7,8
"124","Confluence",1995,11,"eurytem",1995-11-01,1,1.8097041380634,1.31652168241518,1.62837523949687,2.1146438721675,7,11
"125","Confluence",1995,11,"limno",1995-11-01,1,2.17782549004255,1.66259138389952,1.71711924560272,1.92203244652121,7,1
"126","Confluence",1995,11,"othcalad",1995-11-01,1,301.344127023967,7.21814779901496,15.6194712632166,109.222464664079,7,4
"127","Confluence",1995,11,"othcaljuv",1995-11-01,1,0.495072322093467,0.580524558744007,0.536053405376178,0.470778852534664,7,2
"128","Confluence",1995,11,"othclad",1995-11-01,1,0.0810967457075832,0.253461386869758,0.192801736127761,0.094912012735955,7,6
"129","Confluence",1995,11,"othcyc",1995-11-01,1,0.982358168820345,1.21478998687789,1.18496222242226,1.07010257532371,7,9
"130","Confluence",1995,11,"other",1995-11-01,1,0.930367537922282,0.67850957333202,0.749272763480793,0.909223351850327,7,10
"131","Confluence",1995,11,"pdiapfor",1995-11-01,1,0.160431733258995,0.888454858195857,0.693020208208654,0.300219966151043,7,12
"132","Confluence",1995,11,"pdiapjuv",1995-11-01,1,0.160431733258995,0.888454858195857,0.693020208208654,0.300219966151043,7,3
"133","Confluence",1995,12,"acartela",1995-12-01,1,0.800853106441768,0.800853106441768,0.800853106441768,0.800853106441768,7,5
"134","Confluence",1995,12,"allcopnaup",1995-12-01,1,1.01622709276934,1.01622709276934,1.01622709276934,1.01622709276934,7,7
"135","Confluence",1995,12,"daphnia",1995-12-01,1,1.21763693223099,1.21763693223099,1.21763693223099,1.21763693223099,7,8
"136","Confluence",1995,12,"eurytem",1995-12-01,1,0.829959882440499,0.829959882440499,0.829959882440499,0.829959882440499,7,11
"137","Confluence",1995,12,"limno",1995-12-01,1,0.77916860543351,0.77916860543351,0.77916860543351,0.77916860543351,7,1
"138","Confluence",1995,12,"othcalad",1995-12-01,1,1.18741835369415,1.18741835369415,1.18741835369415,1.18741835369415,7,4
"139","Confluence",1995,12,"othcaljuv",1995-12-01,1,0.988241672072321,0.988241672072321,0.988241672072321,0.988241672072321,7,2
"140","Confluence",1995,12,"othclad",1995-12-01,1,1.20381543304224,1.20381543304224,1.20381543304224,1.20381543304224,7,6
"141","Confluence",1995,12,"othcyc",1995-12-01,1,0.975430882833458,0.975430882833458,0.975430882833458,0.975430882833458,7,9
"142","Confluence",1995,12,"other",1995-12-01,1,1.14971583355403,1.14971583355403,1.14971583355403,1.14971583355403,7,10
"143","Confluence",1995,12,"pdiapfor",1995-12-01,1,0.874620548630242,0.874620548630242,0.874620548630242,0.874620548630242,7,12
"144","Confluence",1995,12,"pdiapjuv",1995-12-01,1,0.874620548630242,0.874620548630242,0.874620548630242,0.874620548630242,7,3
"145","Confluence",1996,1,"acartela",1996-01-01,1,1,2.67179474072534,2.67179474072534,1,7,5
"146","Confluence",1996,1,"allcopnaup",1996-01-01,1,1,1.02420355724863,1.02420355724863,1,7,7
"147","Confluence",1996,1,"daphnia",1996-01-01,1,1,0.747041566748297,0.747041566748297,1,7,8
"148","Confluence",1996,1,"eurytem",1996-01-01,1,1,2.18474338732754,2.18474338732754,1,7,11
"149","Confluence",1996,1,"limno",1996-01-01,1,1,2.08562014615824,2.08562014615824,1,7,1
"150","Confluence",1996,1,"othcalad",1996-01-01,1,1,1.0233525159691,1.0233525159691,1,7,4
"151","Confluence",1996,1,"othcaljuv",1996-01-01,1,1,1.22008464043686,1.22008464043686,1,7,2
"152","Confluence",1996,1,"othclad",1996-01-01,1,1,0.708227848868931,0.708227848868931,1,7,6
"153","Confluence",1996,1,"othcyc",1996-01-01,1,1,1.01599925462439,1.01599925462439,1,7,9
"154","Confluence",1996,1,"other",1996-01-01,1,1,0.999857259936946,0.999857259936946,1,7,10
"155","Confluence",1996,1,"pdiapfor",1996-01-01,1,1,1.25850254699706,1.25850254699706,1,7,12
"156","Confluence",1996,1,"pdiapjuv",1996-01-01,1,1,1.25850254699706,1.25850254699706,1,7,3
"157","Confluence",1996,2,"acartela",1996-02-01,1,1,1,1,1,7,5
"158","Confluence",1996,2,"allcopnaup",1996-02-01,1,1,1,1,1,7,7
"159","Confluence",1996,2,"daphnia",1996-02-01,1,1,1,1,1,7,8
"160","Confluence",1996,2,"eurytem",1996-02-01,1,1,1,1,1,7,11
"161","Confluence",1996,2,"limno",1996-02-01,1,1,1,1,1,7,1
"162","Confluence",1996,2,"othcalad",1996-02-01,1,1,1,1,1,7,4
"163","Confluence",1996,2,"othcaljuv",1996-02-01,1,1,1,1,1,7,2
"164","Confluence",1996,2,"othclad",1996-02-01,1,1,1,1,1,7,6
"165","Confluence",1996,2,"othcyc",1996-02-01,1,1,1,1,1,7,9
"166","Confluence",1996,2,"other",1996-02-01,1,1,1,1,1,7,10
"167","Confluence",1996,2,"pdiapfor",1996-02-01,1,1,1,1,1,7,12
"168","Confluence",1996,2,"pdiapjuv",1996-02-01,1,1,1,1,1,7,3
"169","Confluence",1996,3,"acartela",1996-03-01,1,1,1,1,1,7,5
"170","Confluence",1996,3,"allcopnaup",1996-03-01,1,1,1,1,1,7,7
"171","Confluence",1996,3,"daphnia",1996-03-01,1,1,1,1,1,7,8
"172","Confluence",1996,3,"eurytem",1996-03-01,1,1,1,1,1,7,11
"173","Confluence",1996,3,"limno",1996-03-01,1,1,1,1,1,7,1
"174","Confluence",1996,3,"othcalad",1996-03-01,1,1,1,1,1,7,4
"175","Confluence",1996,3,"othcaljuv",1996-03-01,1,1,1,1,1,7,2
"176","Confluence",1996,3,"othclad",1996-03-01,1,1,1,1,1,7,6
"177","Confluence",1996,3,"othcyc",1996-03-01,1,1,1,1,1,7,9
"178","Confluence",1996,3,"other",1996-03-01,1,1,1,1,1,7,10
"179","Confluence",1996,3,"pdiapfor",1996-03-01,1,1,1,1,1,7,12
"180","Confluence",1996,3,"pdiapjuv",1996-03-01,1,1,1,1,1,7,3
"181","Confluence",1996,4,"acartela",1996-04-01,1,1,1,1,1,7,5
"182","Confluence",1996,4,"allcopnaup",1996-04-01,1,1,1,1,1,7,7
"183","Confluence",1996,4,"daphnia",1996-04-01,1,1,1,1,1,7,8
"184","Confluence",1996,4,"eurytem",1996-04-01,1,1,1,1,1,7,11
"185","Confluence",1996,4,"limno",1996-04-01,1,1,1,1,1,7,1
"186","Confluence",1996,4,"othcalad",1996-04-01,1,1,1,1,1,7,4
"187","Confluence",1996,4,"othcaljuv",1996-04-01,1,1,1,1,1,7,2
"188","Confluence",1996,4,"othclad",1996-04-01,1,1,1,1,1,7,6
"189","Confluence",1996,4,"othcyc",1996-04-01,1,1,1,1,1,7,9
"190","Confluence",1996,4,"other",1996-04-01,1,1,1,1,1,7,10
"191","Confluence",1996,4,"pdiapfor",1996-04-01,1,1,1,1,1,7,12
"192","Confluence",1996,4,"pdiapjuv",1996-04-01,1,1,1,1,1,7,3
"193","Confluence",1996,5,"acartela",1996-05-01,1,1,1,1,1,7,5
"194","Confluence",1996,5,"allcopnaup",1996-05-01,1,1,1,1,1,7,7
"195","Confluence",1996,5,"daphnia",1996-05-01,1,1,1,1,1,7,8
"196","Confluence",1996,5,"eurytem",1996-05-01,1,1,1,1,1,7,11
"197","Confluence",1996,5,"limno",1996-05-01,1,1,1,1,1,7,1
"198","Confluence",1996,5,"othcalad",1996-05-01,1,1,1,1,1,7,4
"199","Confluence",1996,5,"othcaljuv",1996-05-01,1,1,1,1,1,7,2
"200","Confluence",1996,5,"othclad",1996-05-01,1,1,1,1,1,7,6
"201","Confluence",1996,5,"othcyc",1996-05-01,1,1,1,1,1,7,9
"202","Confluence",1996,5,"other",1996-05-01,1,1,1,1,1,7,10
"203","Confluence",1996,5,"pdiapfor",1996-05-01,1,1,1,1,1,7,12
"204","Confluence",1996,5,"pdiapjuv",1996-05-01,1,1,1,1,1,7,3
"205","Confluence",1996,6,"acartela",1996-06-01,1,5.78079672669697,2.5994024986059,1,5.78079672669697,7,5
"206","Confluence",1996,6,"allcopnaup",1996-06-01,1,0.828199329187897,0.911293424743638,1,0.828199329187897,7,7
"207","Confluence",1996,6,"daphnia",1996-06-01,1,0.407525013089327,0.629186832497224,1,0.407525013089327,7,8
"208","Confluence",1996,6,"eurytem",1996-06-01,1,0.457167321218078,0.666916887991944,1,0.457167321218078,7,11
"209","Confluence",1996,6,"limno",1996-06-01,1,5.54994870817327,2.4895698086723,1,5.54994870817327,7,1
"210","Confluence",1996,6,"othcalad",1996-06-01,1,0.943644747945985,0.987742700531967,1,0.943644747945985,7,4
"211","Confluence",1996,6,"othcaljuv",1996-06-01,1,0.782388679572457,0.888465525881643,1,0.782388679572457,7,2
"212","Confluence",1996,6,"othclad",1996-06-01,1,0.377847243422285,0.60451856044711,1,0.377847243422285,7,6
"213","Confluence",1996,6,"othcyc",1996-06-01,1,1.15136924920288,1.07266736292077,1,1.15136924920288,7,9
"214","Confluence",1996,6,"other",1996-06-01,1,0.507623262049559,0.689796886421835,1,0.507623262049559,7,10
"215","Confluence",1996,6,"pdiapfor",1996-06-01,1,0.800253435189692,0.893991916598179,1,0.800253435189692,7,12
"216","Confluence",1996,6,"pdiapjuv",1996-06-01,1,0.800253435189692,0.893991916598179,1,0.800253435189692,7,3
"217","Confluence",1996,7,"acartela",1996-07-01,1,3.45731102681781,0.2996828869328,0.2996828869328,3.45731102681781,7,5
"218","Confluence",1996,7,"allcopnaup",1996-07-01,1,0.282977494239013,1.33608552093872,1.33608552093872,0.282977494239013,7,7
"219","Confluence",1996,7,"daphnia",1996-07-01,1,0.442757244148314,1.88500659235954,1.88500659235954,0.442757244148314,7,8
"220","Confluence",1996,7,"eurytem",1996-07-01,1,0.0960123013164915,2.40687984458165,2.40687984458165,0.0960123013164915,7,11
"221","Confluence",1996,7,"limno",1996-07-01,1,4.72148685528003,0.221492527611285,0.221492527611285,4.72148685528003,7,1
"222","Confluence",1996,7,"othcalad",1996-07-01,1,0.11551640151056,1.70894507904891,1.70894507904891,0.11551640151056,7,4
"223","Confluence",1996,7,"othcaljuv",1996-07-01,1,0.147319088739123,1.6416561638687,1.6416561638687,0.147319088739123,7,2
"224","Confluence",1996,7,"othclad",1996-07-01,1,0.198450875324774,2.16392062910074,2.16392062910074,0.198450875324774,7,6
"225","Confluence",1996,7,"othcyc",1996-07-01,1,2.24520868491736,0.817838786008881,0.817838786008881,2.24520868491736,7,9
"226","Confluence",1996,7,"other",1996-07-01,1,2.82454832132885,1.34135049104608,1.34135049104608,2.82454832132885,7,10
"227","Confluence",1996,7,"pdiapfor",1996-07-01,1,0.346615083460331,1.3565817461064,1.3565817461064,0.346615083460331,7,12
"228","Confluence",1996,7,"pdiapjuv",1996-07-01,1,0.346615083460331,1.3565817461064,1.3565817461064,0.346615083460331,7,3
"229","Confluence",1996,8,"acartela",1996-08-01,1,1.14742498329248,0.250441857354854,0.539746312397984,1.09541709349796,7,5
"230","Confluence",1996,8,"allcopnaup",1996-08-01,1,0.173055726986116,2.12315486491383,1.56474586215405,0.263111525204563,7,7
"231","Confluence",1996,8,"daphnia",1996-08-01,1,0.810846309290717,1.12501788440894,1.74721828353124,0.437215411189978,7,8
"232","Confluence",1996,8,"eurytem",1996-08-01,1,0,0.174261725032785,0.70132854732415,0.00530942370268408,7,11
"233","Confluence",1996,8,"limno",1996-08-01,1,1.927869006809,0.0685044264148072,0.317662309933958,1.62499660021127,7,1
"234","Confluence",1996,8,"othcalad",1996-08-01,1,1.01201326094903,9.46173544772682,3.21569873969177,0.512190340433721,7,4
"235","Confluence",1996,8,"othcaljuv",1996-08-01,1,0.158139901270813,3.57933879714284,2.0865454529775,0.197026087069975,7,2
"236","Confluence",1996,8,"othclad",1996-08-01,1,0.235306776169599,4.34279638338453,2.1347462427745,0.315767200773272,7,6
"237","Confluence",1996,8,"othcyc",1996-08-01,1,3.36533913436932,0.556015396673176,0.708981070124808,2.5880455614404,7,9
"238","Confluence",1996,8,"other",1996-08-01,1,6.06673896478662,0.839246352531776,0.8050004960521,4.01708418558621,7,10
"239","Confluence",1996,8,"pdiapfor",1996-08-01,1,0.335435792719752,1.87562362802144,1.41813070471068,0.438646976084016,7,12
"240","Confluence",1996,8,"pdiapjuv",1996-08-01,1,0.335435792719752,1.87562362802144,1.41813070471068,0.438646976084016,7,3
"241","Confluence",1996,9,"acartela",1996-09-01,1,1.55290975732593,0.909785206005098,0.909785206005098,1.0832193349979,7,5
"242","Confluence",1996,9,"allcopnaup",1996-09-01,1,0.116041889494618,1.13256938722517,1.13256938722517,0.467684584799017,7,7
"243","Confluence",1996,9,"daphnia",1996-09-01,1,1.17893537443312,0.365029176458348,0.365029176458348,0.431673578231642,7,8
"244","Confluence",1996,9,"eurytem",1996-09-01,1,0.0867755059128454,0.812551576993009,0.812551576993009,0.532763995549072,7,11
"245","Confluence",1996,9,"limno",1996-09-01,1,2.90338975412088,0.770174605969798,0.770174605969798,1.53707051380818,7,1
"246","Confluence",1996,9,"othcalad",1996-09-01,1,3.12397596301034,4.73086772386341,1.60784936984589,0,7,4
"247","Confluence",1996,9,"othcaljuv",1996-09-01,1,0.142396172857444,1.20276252772729,1.20276252772729,0.372554568560409,7,2
